name,dynasty,description
郑巢,[唐] ? ~ ?,唐杭州钱塘人。性疏野，终生未仕。文宗大和末，献诗于杭州刺史姚合，颇受赏识。与两浙名僧亦多酬唱。工诗，长于五律，多送别题咏之作。有集。
杜光庭,[唐] ? ~ ?,唐括苍人，字宾圣，自号东瀛子。喜读经、史书，工词章、翰墨之学。懿宗设万言科选士，不中，遂入天台山为道士。僖宗奔蜀，光庭始充麟德殿文章应制，后隐居青城山白云溪。王建据蜀，赐号广成。有《广成集》。
来鹄,[唐] ? ~ ~883年,来鹄，晚唐时豫章（今江西南昌）人，生年不详，卒于唐僖宗中和间（公元883年左右）。史书常将其与晚唐诗人来鹏混为一人，然实非如此。来鹄为文师韩柳，文格高绝。大中、咸通（宣宗、懿宗年号，公元847——873年）中，声价益籍甚，然累举不第。僖宗广明时，遭遇黄巢庚子之乱（即唐僖宗广明元年，公元880年，黄巢陷长安，僭号称帝），避乱游荆襄。南返途中，于中和间客死于维扬（今扬州）。“师韩柳为文，大中、咸通间才名藉甚”、“时遭广明庚子之乱，鹏避地游荆襄，艰难险阻，南返。中和，客死于维扬逆旅。主人贤，收葬之”（《唐才子传》）。来鹄以文名，《全唐文》收录的署名为“来鹄”的九篇文章，即《圣政纪颂并序》、《隋对女乐论》、《儒义说》、《相孟子说》、《仲由不得配祀说》、《针子云时说》、《俭不至说》、《猫虎说》、《读鬼谷子》均为来鹄所作。来鹄散文“好取古事议论，自铸新解，而理周意圆，非苟为好异者也。其作品法度严谨，字句精炼；《唐文粹》目为古文一类。（吕武志《唐末五代散文研究》）细究来鹄之文，可将其为文主导思想概括为“尊儒重道，心系民生”八个字。这种思想体现于其创作中，又可分两点来阐述：一是尊崇儒学，以儒者之心而为文；二是关怀现实，发扬散文的讽喻作用。
裴迪,[唐] ? ~ ?,裴迪，生卒年不详，字、号均不详，唐代诗人，关中（今属陕西）人。官蜀州刺史及尚书省郎。其一生以诗文见称，是盛唐著名的山水田园诗人之一。
裴度,[唐] 765年 ~ 839年,唐河东闻喜人，字中立。德宗贞元五年进士。宪宗元和时，历迁司封员外郎、中书舍人、御史中丞，力主削平藩镇。唐师讨蔡，以度视行营诸军。还朝，遇刺伤首。议者欲罢度，帝不听，即拜中书侍郎、同中书门下平章事。旋以相职督诸军力战，遂擒吴元济。河北藩镇大惧，由此归顺朝廷。封晋国公。穆宗时，数出镇入相，以其用不用为天下重轻。文宗时，罢为山南东道节度使，以病乞还东都，乃作别墅号绿野堂，与白居易、刘禹锡觞咏其间。官终中书令。卒谥文忠。
李百药,[隋] 565年 ~ 648年,唐定州安平人，字重规。李德林子。幼多病，祖母以百药名之。七岁能属文，号奇童。隋时授太子舍人兼东宫学士，后归唐。受谮，流泾州。太宗重其才名，召拜中书舍人，赐爵安平县男，诏修定《五礼》、律令，撰《齐书》。累官至宗正卿，爵为子。百药以名臣之子，才行相继，四海名流，莫不宗仰。藻思沉郁，尤长于五言诗。卒谥康。所撰《齐书》行于时。有集。
许敬宗,[隋] 592年 ~ 672年,唐杭州新城人，字延族。许善心子。隋炀帝大业中举秀才。旋依李密为记室。唐初为秦王府十八学士之一。太宗贞观时由著作郎官至中书舍人，专掌诰命。高宗时为礼部尚书，与李义府等助高宗立武则天为后，擢侍中。又助武则天逐褚遂良，逼杀长孙无忌、上官仪等。高宗显庆中为中书令，与李义府同掌朝政。曾监修国史。有集。
殷文圭,[唐] ? ~ ?,唐末五代时陈州西华人，字表儒。唐昭宗乾宁五年进士。后仕吴，杨行密时累官翰林学士。笃于学，砚为之穿。有《登龙集》、《从军稿》、《笔耕》、《冥搜集》等。
刘威,[唐] ? ~ ?,唐人。武宗会昌中人，终生不得志，羁游漂泊而终。工诗，弱调多悲。有集。
刘宪,[唐] ? ~ 711年,唐宋州宁陵人，字元度。擢进士，调河南尉，累进左台监察御史。武周天授中奉诏按来俊臣罪，反为所构，贬潾水令。俊臣死，召为给事中，转中书舍人。坐善张易之，出为渝州刺史。复入为太仆少卿、修国史，兼修文馆学士。官终太子詹事。有集。
刘叉,[唐] ? ~ ?,唐河朔人，号彭城子。好任侠。家境贫寒。因酒杀人亡命，会赦乃出，遂折节读书。曾为韩愈门客，持愈案上金数金而去，曰：“此谀墓中人所得耳，不若与刘君为寿。”后游齐、鲁，不知所终。工为歌诗，风格犷放，然有险怪晦涩之病。有诗集。
修睦,[唐] ? ~ 918年,唐末五代初僧，号楚湘。唐昭宗光化间，任庐山僧正。与贯休、齐己、虚中、处默等为诗友。五代初，应吴国征辟赴金陵。后死于朱瑾之难。修睦以诗名，尤长于近体，多咏僧居生活。有《东林集》，已佚。
张南史,[唐] ? ~ ?,唐幽州人，字季直。工弈棋。后折节读书，遂入诗境。肃宗时仕为左卫仓曹参军。后避乱居扬州，难平再召，未及赴而卒。有集。
朱放,[唐] ? ~ 787或788年,唐襄州人，字长通。初，居临汉水。后移居越州，隐剡溪、镜湖间。代宗大历中，嗣曹王皋镇江西，辟为节度参谋。德宗贞元初召为左拾遗，不就。工诗，以清越萧散称。
欧阳炯,[五代十国] 896年 ~ 971年,名或作迥。五代末宋初益州华阳人。善文章，尤工诗词。少事前蜀王衍为中书舍人。国亡，降后唐，补秦州从事。后复入蜀，事后蜀孟知祥，累官门下侍郎，兼户部尚书，同平章事。从孟昶归宋为翰林学士。宋太祖开宝四年，岭南平，议遣炯祭南海，称病不出，被罢职。旋卒。其词多写艳情，今存四十余首。又著有《花间集序》。
沈亚之,[唐] 781年 ~ 832年,唐吴兴人，字下贤。初至长安，与李贺结交。宪宗元和十年第进士。为秘书省正字。穆宗长庆中，补栎阳令。后累迁殿中丞御史内供奉。文宗太和三年，柏耆宣慰德州，取为判官。耆罢，亦贬南康尉。官终郢州掾。以文词得名，尝游韩愈门下。作传奇小说《湘中怨辞》、《异梦录》、《秦梦记》等。有集。
窦常,[唐] 746年 ~ 825年,窦常，字中行，平陵（今陕西咸阳西北）人，郡望扶风（今陕西兴平东南）。大历十四年，登进士第。贞元十四年，为淮南节度使杜佑节度参谋，后历泉州府从事，由协律郎迁监察御史里行。元和中，佐薛苹、李众湖南幕，为团练判官、副使。入朝为侍御史、水部员外郎。八年出为朗州刺史，转夔、江、抚三州刺史，后除国子祭酒致仕。诗入《窦氏联珠集》，《全唐诗》存诗26首。与其兄弟牟、群、庠和巩并称“五窦”。
卢象,[唐] ? ~ ?,唐汶水人，字纬卿。玄宗开元中由进士补秘书郎。张九龄深器之，擢左补阙、司勋员外郎。名盛气高，少所卑下，为飞语所中，左迁齐、邠、郑三郡司马。以受安禄山伪官，贬永州司户。起为主客员外郎，道病卒。有诗名，雅而不素，有大体，得国士之风。有集。
章碣,[唐] 836年 ~ 905年,唐睦州桐庐人，一说杭州钱塘人。章孝标子。僖宗乾符进士。后流落不知所终。工诗。尝创变体诗，单句押仄韵，双句押平韵，时人效之。
綦毋潜,[唐] ? ~ ?,綦毋潜（生卒年不详），字孝通，虔州（今江西南康）人，唐代著名诗人。约开元十四年（约726年）前后进士及第，授宜寿（今陕西周至）尉，迁右拾遗，终官著作郎，安史之乱后归隐，游江淮一代，后不知所终。綦毋潜才名盛于当时，与许多著名诗人如：李颀、王维、张九龄、储光羲、孟浩然、卢象、高适、韦应物过从甚密，其诗清丽典雅，恬淡适然，后人认为他诗风接近王维。《全唐诗》收录其诗1卷，共26首，内容多为记述与士大夫寻幽访隐的情趣，代表作《春泛若耶溪》选入《唐诗三百首》。
和凝,[五代十国] 898年 ~ 955年,五代时郓州须昌人，字成绩。后梁末帝贞明二年进士。初贺瑰辟为从事，瑰与李存勖战，败，独凝以死相随，时称义士。仕唐，历礼部、刑部员外郎，知制诰，权知贡举，所收多才名之士。后晋有天下，历端明殿学士、中书侍郎、同中书门下平章事。出帝开运初，罢相，寻转左仆射。后汉时授太子太傅，封鲁国公。凝好修整，性乐善，常称道后进。文章以多为富，长于短歌艳词。诗有《宫词》百首，词收于《花间集》，与子合撰有《疑狱集》。
子兰,[唐] ? ~ ?,唐僧。昭宗时为文章供奉。有集。
郑愔,[唐] ? ~ ?,唐沧州人，字文靖。年十七擢进士第。附张易之，荐为殿中侍御史。易之败，又附武三思，迁吏部侍郎。后预谯王李重福谋，被杀。
韩琮,[唐] ? ~ ?,唐人，字成封，一作代封。穆宗长庆四年进士。武宗会昌中，为陈许王茂元节度判官。登朝为司封员外郎。宣宗大中五年，迁户部郎中。擢中书舍人。十二年，出为湖南观察使。军乱，被逐。懿宗咸通中，仕至右散骑常侍。工诗。有集。
孙鲂,[五代十国] ? ~ ?,五代时南昌人，字伯鱼。性聪明好学，唐末郑谷避乱宜春，鲂从之游，尽得其诗歌体法。吴时文士骈集，鲂与沈彬、李建勋为诗社，有《题金山寺》诗，一时以为绝唱。南唐李昪召见，授宗正郎。
窦群,[唐] 760年 ~ 814年,唐扶风平陵人，字丹列。窦牟弟。擢进士第，以处士客隐毗陵。德宗擢为左拾遗。与王叔文不合。宪宗即位，出为唐州刺史。李吉甫与群善，召为吏部郎中。及用人论不合，乃怨吉甫。坐事将诛，赖吉甫救得免。出为黔中观察使。迁容管经略使。召还道卒。与兄窦常、窦牟、弟窦庠、窦巩合著《窦氏联珠集》。
朱湾,[唐] ? ~ ?,唐人，号沧洲子，一说字巨川。代宗大历初隐居江南，屡召不起。八年，为永平军从事。德宗建中四年，府罢，归隐江南。后曾假摄池州刺史。约卒于贞元中。能诗，尤工于咏物。
伍乔,[五代十国] ? ~ ?,五代时庐江人。性嗜学。入庐山，勤学苦节自励。南唐李璟时举进士第一，署宣州幕府，迁考功郎中卒。
乔知之,[唐] ? ~ 690年,唐同州冯翊人。有俊才，以文词闻名，所作篇咏，时人多讽诵之。武则天时，累除右补阙，迁左司郎中。有侍婢曰窈娘，美而善歌舞，为武承嗣所夺，知之作《绿珠篇》以寄情，密送于婢，婢得诗感愤自杀。承嗣怒，因讽酷吏诛之。有集。
杨师道,[隋] ? ~ 647年,唐弘农华阴人，字景猷。杨恭仁弟。善草隶，工诗。隋末自洛阳归唐，尚桂阳公主，超拜吏部侍郎。太宗贞观十年，代魏徵为侍中。性周慎谨密，未尝漏泄内事。十三年，转中书令。后罢知机密，转吏部尚书。所署用多非其才，而深抑贵势及其亲党，以避嫌疑，时论讥之。从征高丽，摄中书令。及还，有毁之者，贬为工部尚书，寻转太常卿。卒谥懿。
长孙佐辅,[唐] ? ~ ?,唐朔方人。举进士不第。其弟长孙公辅于德宗贞元间为吉州刺史，遂往依之。后终不宦。工诗，长于古乐府。
毛文锡,[五代十国] ？年 ~ ？年,毛文锡，，字平珪，唐末五代时高阳（今属河北）人，一作南阳（今属河南）人。年十四，登进士第。已而入蜀，从王建，官翰林学士承旨，进文思殿大学士，拜司徒，蜀亡，随王衍降唐。未几，复事孟氏，与欧阳烔等五人以小词为孟昶所赏。《花间集》称毛司徒，著有《前蜀纪事》《茶谱》，词存三十二首，今有王国维辑《毛司徒词》一卷。
清江,[唐] ? ~ ?,会稽(今浙江绍兴)人。诗僧。幼出家，代宗大历初至杭州华严寺，师华严宗僧人守真。归越州开元寺后，又从昙一学《四分律》。大历八年(773)至南阳从慧忠习禅观。大历、贞元间以能诗闻名于江南，与诗人皎然齐名，时称会稽二清。与当时诗人交往频繁。晚年住襄州辨觉寺，约卒于宪宗元和间。《宋高僧传》卷十五有传，另参《唐才子传》卷三。其诗多送别赠答及行旅抒怀之作。《全唐诗》存诗1卷。
贺知章,[唐] 659年 ~ 744年,贺知章，字季真，晚年自号四明狂客，汉族，唐代著名诗人、书法家，越州永兴（今浙江萧山）人。少时就以诗文知名。唐武后（武则天）证圣元年（695）中乙未科状元，授予国子四门博士，迁太常博士。后历任礼部侍郎、秘书监、太子宾客等职。为人旷达不羁，有“清谈风流”之誉，晚年尤纵，自号“四明狂客”、“秘书外监”。八十六岁告老还乡，旋逝。属于盛唐前期诗人，又是著名书法家。作品大多散佚，现仅存二十首。
